X.locale,Address.AddressLine1,Address.AddressLine2,Address.City,Address.CountryName,Address.County,Address.FormattedAddress,Address.IntersectionDescription,Address.Latitude,Address.Longitude,Address.PostalCode,Address.Subdivision,AlternateIdentifier.ID,ID,IsDaylightSavingsTimeRecognized,LocationMilestones.LastRemodelDate,LocationMilestones.OpenDate,Market,Name,OperatingHours..timeFormat,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,SubTypeDescription,TimeZone.TimeZoneCode,TimeZone.TimeZoneDescription,TimeZone.TimeZoneOffset.OffsetCode,TimeZone.TimeZoneOffset.OffsetHours,TypeCode,PhoneNumber,FaxNumber,BeginTime.MF,Is24Hours.MF,IsOpen.MF,Summary.MF,ThruTime.MF,BeginTime.Sat,Is24Hours.Sat,IsOpen.Sat,Summary.Sat,ThruTime.Sat,BeginTime.Sun,Is24Hours.Sun,IsOpen.Sun,Summary.Sun,ThruTime.Sun,AllCapability
en-US,3970 SW Archer Rd,,Gainesville,United States,Alachua,"3970 SW Archer Rd, Gainesville, FL 32608-2342",NEC SW Archer Rd & Hwy 75,29.621259,-82.383618,32608-2342,FL,T0687,687,TRUE,2017-07-06T12:00:00,1992-03-11T12:00:00,SFL,Gainesville,12-hour,324,393,300,,EST,Eastern Std Time,UTC,-5,STR,(352) 376-5260,(352) 519-3212,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,00:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,250 NW 13th St,,Gainesville,United States,Alachua,"250 NW 13th St, Gainesville, FL 32601-5166",NWC W University Ave & SW 13th St,29.653539,-82.338389,32601-5166,FL,T3238,3238,TRUE,,2017-11-08T12:00:00,,Gainesville University of FL,12-hour,324,393,300,TargetExpress,EST,Eastern Std Time,UTC,-5,STR,(352) 415-4861,(352) 415-4871,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,07:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['CVS pharmacy', 'Mobile Kiosk', 'Wine & Beer Available']"
en-US,9525 Crosshill Blvd,,Jacksonville,United States,Duval,"9525 Crosshill Blvd, Jacksonville, FL 32222-5812",NWC Argyle Forest Blvd & Old Middleburg,30.199232,-81.824713,32222-5812,FL,T2233,2233,TRUE,,2007-03-07T12:00:00,SFL,Jacksonville West,12-hour,315,393,300,SuperTarget,EST,Eastern Std Time,UTC,-5,STR,(904) 248-4366,(904) 438-7930,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,6331 Roosevelt Blvd,,Jacksonville,United States,Duval,"6331 Roosevelt Blvd, Jacksonville, FL 32244-3303",NEC US 17 & US Naval Air Station,30.234998,-81.695184,32244-3303,FL,T1853,1853,TRUE,,2004-07-21T12:00:00,SFL,Ortega,12-hour,315,393,300,SuperTarget,EST,Eastern Std Time,UTC,-5,STR,(904) 596-1065,(904) 520-4159,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,463737 State Rd 200,,Yulee,United States,Nassau,"463737 State Rd 200, Yulee, FL 32097-8652",NWC State Hwy A1A & Chester Rd,30.630008,-81.553842,32097-8652,FL,T2155,2155,TRUE,2012-10-11T12:00:00,2006-07-19T12:00:00,SFL,Yulee,12-hour,315,393,300,,EST,Eastern Std Time,UTC,-5,STR,(904) 548-1240,(904) 548-1250,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']"
en-US,1490 County Rd 220,,Orange Park,United States,Clay,"1490 County Rd 220, Orange Park, FL 32003-7927",NWC US 17 & Hwy 220,30.104009,-81.707476,32003-7927,FL,T1497,1497,TRUE,2012-10-11T12:00:00,2002-10-09T12:00:00,SFL,Fleming Island,12-hour,315,393,300,,EST,Eastern Std Time,UTC,-5,STR,(904) 278-8652,(904) 579-2532,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']"
en-US,10490 San Jose Blvd,,Jacksonville,United States,Duval,"10490 San Jose Blvd, Jacksonville, FL 32257-6207",NWC San Jose Blvd & Hartley Rd,30.188558,-81.629169,32257-6207,FL,T1300,1300,TRUE,2013-03-21T12:00:00,2000-10-04T12:00:00,SFL,Jacksonville Mandarin,12-hour,315,393,300,,EST,Eastern Std Time,UTC,-5,STR,(904) 268-4334,(904) 520-5785,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Café', 'Drive Up', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,444 Monument Rd,,Jacksonville,United States,Duval,"444 Monument Rd, Jacksonville, FL 32225-6429",NWC Regency Sq & Monument Rd,30.328925,-81.548558,32225-6429,FL,T0645,645,TRUE,2012-03-22T12:00:00,1991-11-13T12:00:00,SFL,Regency,12-hour,315,393,300,,EST,Eastern Std Time,UTC,-5,STR,(904) 721-4909,(904) 271-2354,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']"
en-US,4567 River City Dr,,Jacksonville,United States,Duval,"4567 River City Dr, Jacksonville, FL 32246-7411",NWC I-295 & J Turner Butler,30.260515,-81.525011,32246-7411,FL,T1974,1974,TRUE,2012-03-22T12:00:00,2005-03-02T12:00:00,SFL,Jacksonville St Johns,12-hour,315,393,300,,EST,Eastern Std Time,UTC,-5,STR,(904) 596-0020,(904) 438-7566,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,9041 Southside Blvd,,Jacksonville,United States,Duval,"9041 Southside Blvd, Jacksonville, FL 32256-5484",NEC Southside & Deercreek Club,30.193734,-81.549105,32256-5484,FL,T0669,669,TRUE,2012-06-21T12:00:00,1991-10-09T12:00:00,SFL,Southside,12-hour,315,393,300,,EST,Eastern Std Time,UTC,-5,STR,(904) 464-0043,(904) 450-4774,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Wine & Beer Available']"
en-US,2000 SW College Rd,,Ocala,United States,Marion,"2000 SW College Rd, Ocala, FL 34471-3020",NEC College Rd & 17th St,29.173759,-82.156912,34471-3020,FL,T0873,873,TRUE,2012-03-22T12:00:00,1993-10-06T12:00:00,SFL,Ocala,12-hour,324,393,300,,EST,Eastern Std Time,UTC,-5,STR,(352) 629-1333,(352) 414-7250,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,13740 Beach Blvd,,Jacksonville,United States,Duval,"13740 Beach Blvd, Jacksonville, FL 32224-1208",SEC Hodges Blvd & Beach Blvd,30.285361,-81.456998,32224-1208,FL,T1921,1921,TRUE,,2007-03-07T12:00:00,SFL,Jacksonville East,12-hour,315,393,300,SuperTarget,EST,Eastern Std Time,UTC,-5,STR,(904) 248-4363,(904) 438-7876,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,490 Marsh Landing Pkwy,,Jacksonville Beach,United States,Duval,"490 Marsh Landing Pkwy, Jacksonville Beach, FL 32250-5855",SWC SR A1A & Turner Butler,30.253951,-81.390833,32250-5855,FL,T0967,967,TRUE,2012-03-22T12:00:00,1995-07-19T12:00:00,SFL,Jacksonville Beach,12-hour,315,393,300,,EST,Eastern Std Time,UTC,-5,STR,(904) 273-5581,(904) 543-6237,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,1901 13th Ave E,,Tuscaloosa,United States,Tuscaloosa,"1901 13th Ave E, Tuscaloosa, AL 35404-4785",SEC McFarland Blvd & 15th St,33.193104,-87.518672,35404-4785,AL,T1787,1787,TRUE,2017-10-26T12:00:00,2002-03-06T12:00:00,ESE,Tuscaloosa,12-hour,340,394,300,SuperTarget,CST,Central Std Time,UTC,-6,STR,(205) 462-1064,(205) 535-3724,08:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,00:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,00:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,2929 Watson Blvd,,Warner Robins,United States,Houston,"2929 Watson Blvd, Warner Robins, GA 31093-9600",SWC Houston Lk Blvd & Watson Blvd,32.616594,-83.686391,31093-9600,GA,T1380,1380,TRUE,2007-04-13T12:00:00,2001-10-10T12:00:00,ESE,Warner Robins,12-hour,346,394,300,,EST,Eastern Std Time,UTC,-5,STR,(478) 971-2141,(478) 333-4037,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Café', 'Mobile Kiosk', 'Wine & Beer Available']"
en-US,916 Loganville Hwy,Ste 400,Bethlehem,United States,Barrow,"916 Loganville Hwy, Bethlehem, GA 30620-2145",SEC US Hwy 29 & Hwy 81,33.942788,-83.752011,30620-2145,GA,T2493,2493,TRUE,,2009-03-04T12:00:00,ESE,Winder,12-hour,346,394,300,,EST,Eastern Std Time,UTC,-5,STR,(678) 975-3060,(678) 975-3070,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Starbucks', 'Wine & Beer Available']"
en-US,5865 Spout Springs Rd,,Flowery Branch,United States,Hall,"5865 Spout Springs Rd, Flowery Branch, GA 30542-3448",NEC I-985 & Sprout Springs Rd,34.178722,-83.911284,30542-3448,GA,T2387,2387,TRUE,,2008-03-05T12:00:00,ESE,Flowery Branch,12-hour,335,394,300,,EST,Eastern Std Time,UTC,-5,STR,(770) 967-1205,(678) 866-4120,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,2750 Carl T Jones Dr SE,Ste 7,Huntsville,United States,Madison,"2750 Carl T Jones Dr SE, Huntsville, AL 35802-4914",NWC Bailey Cove Rd & Four Mile Post,34.673498,-86.541632,35802-4914,AL,T1367,1367,TRUE,,2001-10-10T12:00:00,ESE,Huntsville South,12-hour,369,394,300,SuperTarget,CST,Central Std Time,UTC,-6,STR,(256) 650-3491,(256) 924-3013,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Café', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,1235 Point Mallard Pkwy SE,,Decatur,United States,Morgan,"1235 Point Mallard Pkwy SE, Decatur, AL 35601-6531",SEC US Hwy 31 & Hwy 67,34.559064,-86.97103,35601-6531,AL,T2084,2084,TRUE,,2007-10-10T12:00:00,ESE,Decatur,12-hour,369,394,300,,CST,Central Std Time,UTC,-6,STR,(256) 898-3036,(256) 898-3775,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,514 Shallowford Rd NW,,Gainesville,United States,Hall,"514 Shallowford Rd NW, Gainesville, GA 30504-4154",SWC Skelton Rd & Shallowford,34.290556,-83.846503,30504-4154,GA,T0796,796,TRUE,2017-03-30T12:00:00,1997-07-23T12:00:00,ESE,Gainesville,12-hour,335,394,300,,EST,Eastern Std Time,UTC,-5,STR,(770) 532-6670,(678) 928-3709,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['Café', 'Starbucks']"
en-US,4601 Montgomery Hwy,Ste 300,Dothan,United States,Houston,"4601 Montgomery Hwy, Dothan, AL 36303-1522",NWC US Hwy 231 & Murphy Mill Rd,31.266492,-85.446808,36303-1522,AL,T1468,1468,TRUE,2012-10-11T12:00:00,2007-03-07T12:00:00,ESE,Dothan,12-hour,348,393,300,,CST,Central Std Time,UTC,-6,STR,(334) 340-1112,(334) 340-1122,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,6275 University Dr NW,,Huntsville,United States,Madison,"6275 University Dr NW, Huntsville, AL 35806-1776",SWC Hwy 72 & Enterprise Dr,34.741637,-86.681523,35806-1776,AL,T1346,1346,TRUE,,2001-07-25T12:00:00,ESE,Huntsville West,12-hour,369,394,300,SuperTarget,CST,Central Std Time,UTC,-6,STR,(256) 922-0189,(256) 924-3023,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Café', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']"
en-US,2721 Dawson Rd,,Albany,United States,Dougherty,"2721 Dawson Rd, Albany, GA 31707-1672",NEC Dawson Rd & N Westover B,31.621335,-84.224654,31707-1672,GA,T0734,734,TRUE,2012-03-22T12:00:00,1995-10-04T12:00:00,ESE,Albany,12-hour,348,393,300,,EST,Eastern Std Time,UTC,-5,STR,(229) 888-1333,(229) 352-9438,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Café', 'Fresh Grocery', 'Wine & Beer Available']"
